clean_text,sentiment
average test things great expect dal dal not recommend,negative
food quality not good rise not gram daal half cup curi half cup try time but time very disappoint,negative
bati like stone incomplete food dish write description item miss food tastless,negative
food awesome but no bati no lemon send incomplete food,positive
quantity very less rice churma serve size usually use restaurant serve pickle salad taste ok,negative
burn masada batti very less portion battis,negative
very low quality food very oily food not good taste,negative
curma sirf naam ka hi tha co bhi achcha nahi tha,negative
third class khana really dispointed rd class tasteless dal piece gatte oily aalloo rd class overall dukan band krde bhai,negative
ridiculous taste less portion pricig,negative
please don fool description thalis call one spoon tasters share picture deliver food reference small onion item table spoon full churma rice daal quantities extremely small despite place elaborate order barely enough one person price thalis not justify taste sample provide complete waste money feel cheat,negative
normal bati masala bati one roti very insuffient person two three curry quantity unbalance,negative
bad food bad food bad food bad food bad food bad food,negative
quantity rice very little papad not pack properly taste good,negative
portion bati cold didn seem rs combo,negative
bati completely burn hot face pathetic dal bati ever,negative
dal amaze perfect blend everything love love love masala bati felt like order peices masala bati smile face open hand masala bati consist potatoes onions little tangy taste sooooo good not feel dry somehow not find churma great much better churma overall quite good taste,positive
dal bati churma no test high rat chilli dal hight kadee no test restaurant disappoint,negative
nice rajasthani thali but batti not available serve us masala batti thali curry taste well order best thali unlimited but service slow wait long get even repeat stuff thali food taste very nice clearly service need improve lot lot ambience good overall try food,positive
good taste try jaipur good one keep,positive
nice space sit enjoy good meal,positive
very nice food drool face,positive
very nice food nice service,positive
tea very bad very bitterthe sizzler good but cheese corn sandwich not good also,negative
take book but reach restaurant say place already book already book birthday partyworst experience felt embarrassment infront guest,negative
bad taste,negative
food tasty,positive
nice food,positive
great taste,positive
yummy nd dillicus food fully familiar staff nd sit urangment style impressive look different cafe nd place,positive
delicious fresh food serve,positive
nice food,positive
very cool place visit bcoz give heritage vibes good ambiance food quality dish good taste every time order service staff really very good,positive
best place vegetarian food family out,positive
delicious fresh food receive doorstep pack food also good,positive
lovelyyy food amaze ambiance must visit,positive
totally love place ambience soo good really aesthetically please service fast food soo good pizza corn sandwich must try also beautiful outdoor sit really cool must visit place recommend,positive
nd visit jashn time great experience cafe love food ambience etc order veg grill sandwich cold coffee otc pizza veg chowmein every single item super yummy,positive
place give heritage vibe beautiful ambiance indoor outdoor food taste really good price surprisingly reasonable good ambiance must try hara bhara kabab italian roll,positive
absolute best weather pizza pasta honestly delicious portion huge staff extremely friendly courteous,positive
absolute favorite restaurant jaipur food always fantastic no matter order always delight meal servers also great always efficient happy polite wait return wouldn hesitate recommend anyone look somewhere eat jaipur,positive
really nice place cool vibes very spacious try ice tea blue lagoon pizza good however need improve pizza toppings do very nicely very cheesy but sauce improve overall very nice place highly recommend,positive
beautiful ambiance amaze service smile face heart eye love food kurkure momos pizza main course shake enjoy family friends smile face,positive
jashn beautiful place amaze ambience place give royal feel very reasonable rat food delicious specially main course cigar roll must try,positive
must order outlet newly open but felt like expertise try sure go love food,positive
food really good quantity also perfect also ambience really pretty go day think night light even prettier,positive
very bad service no spon no any disposal pack peanut items,negative
finally vidhyadhar nagar get asthetic family restaurant delicious food drink two hearts must try chilli paneer passion fruit mojito smile face heart eye face savor food highly recommend everyone smile face smile eye sparkle,positive
finally vidhyadhar nagar get asthetic family restaurant delicious food drink two hearts must try chilli paneer passion fruit mojito smile face heart eye face savor food highly recommend everyone smile face smile eye sparkle,positive
place good mocktails pretty good pizza chilli chicken r not good honey chilli potato wonderful good place pics beautiful green ambience indoor outdoor terrace seat available service slow but helpful but charge water bottle bill without concern always visit place also part hotel laxmi niwas always stay pretty good hotel pocket friendly price,positive
opt free brew offer pay online zomato but deny offer,negative
food nice but slow service,negative
not good place everything average rat zomato not worthy drink not good tell tell us best make cant improve not recommend place zomato check list place show rat,negative
excellent service appreciate,positive
everything amaze kaafila amaze service great food ambience good,positive
pleasant experience thank devendra paaji make experience very well,positive
davinder paaji one run place well,positive
raj very weak knowledge menu service slow best restaurant not busy still service slow service people don pay attention customer but keep talk not place zomato say poor experience,negative
very excellent service testy food ambiance very nyc,positive
non professional restaurant list restaurant voucher dineout didn honor discount pay twice amd manager completely non helpful behave talk unprofessionally not fit go family solo avaided,negative
good sarves davenber singh,positive
one best place sodala go one one friend try food items paneer pink sauce pasta pizza spring roll drink try strawberry shake kiwi mojito watermelon mojito items freshly prepare nicely present taste items good but really like taste pink sauce pasta pizza amaze indoor outdoor seat rooftop really like ambience place great experience surely visit place also staff really well maintain,positive
good service davendar singh,positive
go afternoon ambience property nice but find food little pricey side compare quantity provide order hakka noodles but felt quantity less quantity mocktails good compare price but feel food could bite better,negative
good food even better service,positive
good sarves davendra singh thumb smile face smile eye,positive
give cake yo any guy without ask us shit,negative
nice service paaji,positive
good service devender singh,positive
very good devendra singh lovely person nd very nice hostility,positive
thank mr devendra singh great service bar lounge parent not comfortable book seat help arrange seat immediately food great ambiance awesome visit dinner date without any question,positive
kafila name go rooftop beautifully decorate base theme arabia tent wall paintings camel like ambience visit cafe even light still not think place would love beautiful late even hours night drink liit starter crispy corn list not mood dinner staff service amaze would surely love visit place time go night ratings solely base ambience staff service not forget one amaze crispy corn ever try,positive
good sarves favendr singh good,positive
great experience,positive
great experience ambiance very welcome charm amaze food service staff extremely knowledgeable make great recommendations,positive
good place,positive
really good place enjoy lot nice service davender singh great host place really enjoy hospitality,positive
nice quiet decent place excellent service devender especially polite helpful,positive
asm diac nad food great service restaurant must go place wih friends family really enjoy,positive
evry thing asm love service location beautiful red heart food complete yummy must go place,positive
nice ambience nice behaviour staff owner love food drink love,positive
very good place party good staff tasty food,positive
very good place good party,positive
very nice place hangout friends well behave staff please come visit red heart red heart red heart two hearts please visit red heart two hearts smile face heart eye smile face heart eye smile face heart eye smile face heart eye smile face heart eye,positive
owner soo lovly persons very nyc place nd good amaing nyc food disc amaing very good soung,positive
very nyc lounge good service best disc amaze food best mocktail free drink girl enjoy soo much,positive
great ambiance great food great service place go whenever decide go devinder singh nice person talk really good work,positive
amaze humble staff especially devendra ji good service food budget one must come try hara bhara kebab pizza crispy chicken crispy cheese corn ball veg platter,positive
actually last food good but today food not good,negative
ambiance good christmas time visit dinner st dish good one crispy corn chicken tikka last dish order chilli chicken dish not upto mark bad decision staff behaviour good like sufi music visit place two person cost approximately rs,negative
place get non cooperative staff someone ever meet life manager waiter person get priority care nothing customer make payment enter risk wasn us queue ahead behind us ask refund but people ignore dont choose place,negative
excellent service tasty food soothe ambiance else need make even good beam face smile eye,positive
excellent service ashok amaze ambiance very tasty food nice staff beautiful place best option party nd hangout,positive
book candle light dinner very good experience us staff behaviour service also very good thanku devendra singh special hospitality,positive
food drink taste good ambience very nice server devinder singh very hospitable welcome would definitely come recommend everyone age,positive
very good food service amaze service devendra,positive
brother bachelor party ball place ambience entire staff amaze owner earth easy go person food amaze love very much want party need privacy people place guy friends enjoy food drink ambience service everything,positive
delicious food staff very familiar ultimate atmosphere,positive
great experience live music awesome food great chef prepare accord need mr ashok chaudhary serve us provide us professional service highly recommend,positive
yr amaze place staff co operative food good best rooftop jaipur cocktail amaze best hungout place,positive
amzing place excellent food nice service nd ambience good mocktail also good staff allso co operative chej aslo very nice persons,positive
place quality live music weekend food good portion could better booze affordable couldn ask better experience,positive
go family members saturday night place almost empty pm table occupy order sweet lime water sweet n salty neither sweet nor any salt request make another one but even one disappointment service damn slow restaurant almost empty don expect restaurant take hour bring food kid group literally tear take much time get food even take hour food less average could see taste oil food second round chapatis normally do read,negative
go along family very good place hangoutwe order chilli panner momos,positive
very pretty place enjoy friends family order sandwich noodles burgers french fry,positive
wonderful experience food environment staff very quick surly go suggest everyone give visit,positive
go friends really amaze hang shake worth balance food nice taste amaze course ambience worth every single penny,positive
cafe very budget friendly ambience very soothe refresh food taste balance expensive would love come,positive
love pizza ambience refresh soothe felt relax go love environment well food,positive
daily buy something something foods festival provide very good service great test best food best budget stuff very good employer behaviour good,positive
w lovely experience visit place quality food mindblowing totally worth money well highly recommend place side,positive
last sunday visit place absolutely fantastic place truly worth money well,positive
recently visit place friends quite enjoy place ambience place really nice amaze well,positive
sister recommend awesome place visit place many varieties dish drink order farmhouse pizza paneer tikka best taste ever food fully hygienic fresh,positive
place perfect visit friends family amaze rooftop order chicken curry egg curyy tempt delicious taste presentation food wonderful fabulous everything totally amaze,positive
say ambiance place wonderful amaze best thing staff very nice helpful take precautions order veg manchurian dry dal tadka tasty yummy food good place,positive
crowd place best amaze order vegetable cutlet chilli paneer food yummy tasty vibes awesome managment also nice good recommend amaze place,positive
best place visit ambience vibes everything awesome superb order vegetable maggie green salad best taste ever hadpresentation food fabulous,positive
basially visit awesome place cousins enter take precautions order veg arrabiata pasta veg alfredo pasta tempt yummy taste value money place,positive
visit awesome place staff friendly polite seat also nice order otc pizza paneerr tikka pizza presentation food wonderful crust good,positive
best place visit awesome place order gatta masala paneer makhani tempt delicious taste take precaution staff also helpful good,positive
recently visit restaurant eat pizza pasta amaze taste very delicious,positive
restaurant know great taste low price restaurant great seat arrangement,positive
family visit seat area place amaze best part take care hygiene precautions order kadhai paneer veg manchurian gravy presentation food fabulous love place,positive
recently visit place enter important thing take precaution place fully hygienic order mix veg paneer butter masala beat taste ever presentation food wonderful value money place,positive
days back visit awesome place say ambiance vibes everything totally awesome take precautions order sweet chilli baby corn veg manchurian yummy tempt ins taste must recommend place,positive
great place celebrate everything food quality awesome rooftop good cross finger light skin tone cross finger light skin tone staff behaviour also good smile face halo everything amaze nice place beam face smile eye,positive
good staff staff behaviour specially sardaar guy very good thing didnt like biryani worst biryanibt otherwise paneer butter masala pizza hara bhara kabab very good ambience okk,negative
don provide zomato pro list zomato pro kindly ask provide zomato pro service,negative
dipendra singh service great humble great taste food recommend guy food good really good combos drink must try tandoori chicken,positive
beautiful ambiance food delicious pocket friendly price try kabab pizza mocktail love red heart,positive
perfect place hangout friends family staff very generous food awesome live music dinner make even perfect,positive
place exotic best hangout friends one best weekend spot chill service well point food awesome varity drink catch totally worthwhile,positive
decent crowd disc good good space large group excellent service supportive staff foodie love partytime,positive
love food ambience must visit friends service quick friendly staff,positive
best place good environment good rooftop jaipurfood quality very goodstaff very professional good serviceowner very friendly attend,positive
ooohhhhhoooo god kaafila bar lounge amaze experience testy food nd price budget also staff behaviour very nyc nd friendly excellent place,positive
food vry good nd very nyc ambiance service excellent staff behavior nyc menu price very reasonable pocket comfort love presentation very good would suggest eveyone go food sizzler amaze,positive
worst place thing good place staff service food quality ambiance place rat,negative
food good service goog itis osam kaafila barparty hangout friends food quality very yummy staff very helpful roof top view very lovely,positive
very good ambience friendly staff service also nice overall good place chill people love world cup screen dj best part place quality food alos stun,positive
want spend even cool rooftop live screen right place great food menu offer wide range options pick whiskey people cheer,positive
place awesome slow air staffservice good awesome food qualityand nice location staff very frindly pravacy brillent,positive
kafila yes place treat repeatedly every bite every sip place serve mouth water dish eye catchy presentation love soothe beverages pizza amaze also main course take heart place cozy lip smack food worth visit fun family friends,positive
bast good food service good davnder singh ji good ambience very lovely food quality very yummy rooftop veiw very sexy,positive
okiesh place but very good service staff really polite guess menu require little add ons liit good strong would try sometime soon,positive
one best rooftop jaipur interior amaze eye capturethe beauty food delicious service apprciable staff bar very helpful,positive
best jaipur reasonable price good environment good sttaf service awesome music also good think find place better,positive
place awesome slow air staff service good awesome food service pizza good atmosphere awesome place also,positive
nice place jaipur townyummy food qualitynice place celebrate friend partygood service service boyvery fast service good taste drink,positive
great place hangoutamzing ambiancehad much funif wan na spend great night friends familyjust one placekafila bar lounge,positive
kaafila bar very good areaservice staff very coprativefood tast very amazingambience very lovelydrink price very low,positive
very nice place enjoy good food nice location pocket friendly place enjoy weekend staff very friendly service good,positive
very nice staff great food service good ambiance very goof bar location very pose aera good service staff very politely,positive
very best like place want visit palace good food good drink staff very good service best class,positive
best roof top jaipur ambiance very good live band food very excellent service very nyc mocktail cocktail good,positive
kaafila bar best jaipur lovely food staff very politely bar veiw very lovely bar ambince very beautyfull service very fast food very yummy rate very low,positive
best place town hangout chill friends family privacy brilliant ambience love place visit soon also very cooperative staff red heart,positive
nice place chill hangout friends setup kaafila bar lounge good food kaafila bar lounge good but problem service,negative
kayla locate sodas near vivek vihar metrostation rooftop restaurant offer karaoke night weekend drink good cocktail try ice tea long island cosmopolitan big no good service mr devender good ambition,positive
service shri devendra singh good enjoy beat time good service place spend time want visit,positive
best place jaipur party kaafila bar best ambiance sodala aera food quality very best disc aera very best dance place staff very helpfully thank devender service,positive
kafila bar best roof top restaurant disc jaipur staff very helpful coprative rooftop bar ambience very beautiful separate sit area family couple,positive
kaafila bar very butyful place party staff very polite service very fast kaafila manager very polite good handle guest good ambiance kaafila near vivek bihar metro stationsitting plan very beautiful,positive
very great place spend time food also delicious celebrate anniversary make even memorable strongly recommend smile face smile eye smile face smile eye,positive
kaafila locate sodala near vivek vihar metro station rooftop restaurant offer karaoke nights weekend drink good cocktails try ice tea long island wink face cosmopolitan rum base cocktails big no egg bhurji pasta omlet crispy cornpasta definitely could better not very fency place overall satisfy experience,positive
regular place awesome startup best place new couple rat reasonable private canopy personal superb best vape new jaipur vapejaipur awesome jaipur,positive
kafila bar n lounge excellent place hangout best service food drink enjoy visit variety offer drink starters tasty food hygiene maintened,positive
best friends bday guy arrange everything well usually don start review like but case exceptional really happy way arrange everything last night want smile friends face guy make happen thank ton team kaafila star strike smile face heart eye sign horn special thank viren guy sorry forget name food everything thank satyam music sign horn smile face sunglasses see guy soon unforgettable night thank make special friend smile face victory hand sign horn smile face sunglasses,positive
bad manners staff service very late bad do not like place lounge manager mannersness,negative
really lounge spend moments peacefully price pocket friendly open till want party night really good place,positive
one favorite party spot go heavy friends but tight pocket decor classy seat various choices menu food drink plenty must try dish tacos kaafila special pizza bruschetta try mocktails like virgin pinacolada mango madness like amaze n different experience,positive
love place hangout friends very good food great ambiance cool music experience very nice kaafila team love live music must visit pocket friendly place,positive
newly open jaipur silent corner lot time spend friends think excellent great place hangout friends red heart,positive
excellent place spend even great ambience service excellent food amaze best place hangout friends thank god finally find great roof top bar hookah lounge jaipur smile face heart eye red heart smile face heart eye,positive
place visit red heart newly opend citycalm relax smile face heart eye perfect ambience serve delicious food sheesha hand light skin tone price really pocket friendly must visit place love gesture light skin tone,positive
one soothe place visit great service give chill vibe food good taste good presentation skills never disappointment any order showcases various offer deal day week very interest,positive
kaafila best place jaipur hookah excellent service also good suggest must visit place door seat aswome,positive
one best rooftop lounge jaipur exquisite ambience good music friendly staff amaze food beverages awesome place hangout friends,positive
great place hangout friends multiple time experience really good food very delicious drink also budget friendly ambiance great place expand would even better time keep good work kaafila team,positive
vibes good good really tasty pocket friendly placestaff also helpful place even serve till kare night get ice chiller sheesha very cheap,positive
one place actually make forget tension hectic day although place city food service perfectly maintain highly recommend party nightout,positive
long find best place hangout friends great ambience staff polite mesmerize live music great place must visit place jaipur addition good food,positive
good place hangout friends good food cool ambiance must visit place night light attract part place ambiance amazingly do architecture,positive
superb place great ambience polite staff quick service good food drink lovely place hangout friends one finest place visit jaipur must visit place would definately recomend,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
visit cafe last saturday friends place not leave any point amaze us place music go mood drink good place hangout amaze interiors helpful staff exquisite food must visit,positive
very nice place spend time close one small place but ambience very good great music would say best part live performance another happen thing good time not much expensive also aditya sharma,positive
peshawari new favourite jaipur one go fine dine restaurant expect experience remember exactly peshawari start hospitality arrive till food everything pleasure course dal bukhara isn famous namesake delight taste bud paneer khurchan nan single person platter no less taste either thing say huge room improvement process book table peshawari pain people don pick call take mins get one reservation need improve part,positive
wonderful experience ambience great also food very nice,positive
good,negative
good food courteous staff,positive
absolutely love restaurant staff very helpful make reservations arrive even help us change seat one choose not comfortable ask recommendations absolutely love serve us dal bukhaara meat platter combine crispy naans make us simply jubilant locate basement itc rajputana due presence elevator persons reduce mobility easily access restaurant,positive
itc peshawari one fav place jaipur usually celebrate wife birthday itc every year but time itc let order platter cost damm k tax but seriously pathetic actually dont like guy please dont order itc peshawari platter highly not recommend,negative
very very limit menu hardly any options jain food available options good but very restrict look good vegetarian north indian place big no give dal makhni paneer,negative
never fail disappoint maintain standards always great time great food extremely courteous staff,positive
send parent today anniversary lunch organise everything beforehand mr mahinder ji staff courteous food n portion size superb really take amaze care parent very happy thank mr mahinder ji help,positive
first visit peshawari bukhara style restaurant turn memorable one one word food awesome get quality taste any five star sure little expensive but worth order murgh masala paneer makhani perfectly cook great flavour daal bukhara speciality really stand upto expectations naan laccha paratha tasty crispy way like also big thank complementary cake mother b day staff quick well manage courteous definitely look forward many visit,positive
best dal bukhara jaipur food world dal bukhara no word describe lamb seekh kebab soft delicious pudina parantha naans amaze dessert kulfi faluda fantastic everything,positive
absolutely dot per reputation best come food itc way thank,positive
peshawri like mini version bukhara must try veg paneer tikka dal bukhara service good staff attentive also try paneer khurchan kulfi seat little uncomfortable seat layout hasn change age portion size dal bukhara could,positive
get chance visit peshwari itc rajputana food yummy murg kabab jusout world inspite hard core non veg lovers absolutely love dal serve one highlight duringour jaipur trip sure,positive
say enjoy every single bite meal peshawari order sikandari raan butter chicken dal bukhara main course kulfi phirni dessert perfect one concern would ambiance since last years seat not comfortable especially elderly price definitely towards higher end hence expect wholesome experience completely justify,positive
well food secondary experience thw worst book table pathetic task reception tranfers call but no one pick restaurant nor company respond email request travel long distance reach simply say get table extremely excruciate staff hamdles dont reservation would suggest stay away extremely rat peshawri restaurant cities but jaipur service average,negative
really great time food amaze really nice vibe family well friends,positive
one must try food place jaipur beat chokhi dhani,positive
experience perfection greatness visit place daal bukhara murg makhni die kudos chef hayat,positive
place trend past years don knw old dal paneer couldn sleep whole night,negative
excellent experience feel great enter staff very polite humble place beautiful clean try royal rajasthani thal serve silver thal silver fork spoon everything lip smack big couldn even finish but everything top must visit place highly recommend love itc rajputana,positive
worthwhile experience itc aspects love place,positive
very good taste love food navdeep rathore,positive
raita curd thick n awesome dal peshawri speciality rasmalai like heaven love thing dont give cutlery expect us eat hand love restaurant,positive
write mail highly disappoint complete hote itc rajputana somehow everybody manage disappoint several stag yesterday visit property like show mirror several aspects hotel greecing brand name itc substandard service like mirror hotel security check soon reach hotel yesterday saw huge cue cars wait enter property make k os road make traffic jam happen due inefficient insufficient security personals go security check cars enter read,negative
go peshawari dinner friends big salute chef server stay back us reach outlet really late generous kind hospitable politely greet escort old server chef bajrang personally come table help us menu recommend us many things try popular sikanderi raan paneer khurchan dal different bread say come try bukhara delhi but ever better bukhara service also far better dal portion little bigger like items read,positive
best buffet jaipur food items really good rs per person costly but opinion value money would definitely visit,positive
place never fail make celebrations grand love tandoori aloo dal best amaze rumali rotis chef parul team rock always smile face heart eye,positive
nice place lunch dinner along itc brand value visit last week dinner crowd table reservation recommend quite good experience thumb clink glass,positive
like comcept peshawari wear apron food something different food delicious service spot still give star much better food half price,negative
get very satisfactory service enjoy very pleasant time family cousin very big neat clean swim pool facility hotel staff very helpful place create very beautiful vibes relax morning breakfast family time very punctual service hours,positive
go dinner peshawari restaurant fix menu very choices dish limit meal course price quite high but food yummy deserve four service quite ok ambiance good always recommend place visit special occasion sit quite uncomfortable hotel situate quite near railway station hotel beautiful architecture simply awesome,positive
take wife dinner date one best dal makhani ever place quite cosy splendid interiors everything serve awesome kudos chef great service staff,positive
giant chunk mushy panner tikka heavenly dal bukhara morgan freeman say agree flavour scream excellence north west frontier thank chef bajarang sparkle gluttony no guilt every bite heart scream waoww peshwari itc rajputana surely provide plentiful gourmandize experience also no spoon fork course insist best savour hand,positive
really love place food amaze beyond comparision any place din jaipur staff really courteous also help require portion size order much require must visit vegetarian enjoy meal lot wonder must case non vegetarian food restaurant popular,positive
honest review socha tha rajputana hotel mai jaipur ka mashoor restaurant hai peshawri ask best dish suggest sikandri raan jab yeh raan aayi socha tha kuch nikla kuch dish not name suggest chicken mince use chicken roll delhi never ever try p later realise suggest expensive dish menu inr wait hour disappointmenthonest review tell raan not good complimentary give us butter chicken hence give star hospitality food but total,negative
recently go peshawari mother law birthday think visit since long finally make simply love everything cosy decor attentive staff food everything plus would specially like mention not provide any cutlery thereby revamp old culture eat hand something unique come food order paneer tikka paneer khurchan dal bukhara bread everything delicious specially dal live hype one best food ever star little toddler also enjoy baby seat provide staff would love come read,positive
star restaurant food good but overhiped restaurant itc rajputana else expect price obviously high food dhaba good restaurant service good,positive
amaze place go good food service great luxury ambience non veg good place mughlai food would rate little pricy normal dinner,positive
finger lick good food dal makhani mix veg raita very good dint like panner naan also nice miss mix veg raita,positive
place like wow go family try lunch food amaze kebab literally melt mouth feel ambience cor place exceptional thing feel improve service little warmth staff waiter serve thing would suggest pay little attention food find chef hair chicken main course but despite even found hair still love place,positive
one favourite place eat town daal bukhara phirni tandoori aloo butter naan best things very limit menu restaurant would like advice everyone please avoid order bukhara naan difficult chew nothing good look good table but not eat also rat star managers behaviour restaurant manager rude customers no reason recent experience worst experience wouldn prefer go back behaviour manager,negative
exotic restaurant give complete royal feel totally stand brand name amaze hospitality super courteous staff variety food menu need improve find very limit menu vegetarian section serve portion also little less tandoori aloo dal bukhara must try smile face heart eye face savor food bread also very fresh smile face heart eye presentation food also very good overall recommend thumb light skin tone,positive
place hide gem itc rajputana real authentic interiors less crowd cozy seat courteous staff superb food u ask peshawri culture heritage bukhara itc maurya fix untampered food menu decor preserve world class culinary tradition even urge us eat hand part peshawri culture happily agree food three course veg combo meal amaze starters like paneer tikka tandoori aloo tandoori phoolfor main course mix raita paneer khurchan dal bukhara tandoori naan combo mind boggle read,positive
dont miss peshawari especially authentic rajasthani thali itc rajputana heaven rustic area jaipur teh royal city truly amaze experience stay family great service f b team especially archana peshawari restaurant,positive
awesome food lovely ambience polite staff course great chefs thank chef delicious food one must try daal bukhara onion kulcha pudina parantha check lovely place yesterday dinner,positive
last weekend jaipur definitely couldn miss dinner town sunday dinner restaurant fast fill service prompt food delicious order murg makhni sikandari run naans love murg makhni every bite raan bite beat time compare last experience but nonetheless look forward next experience,positive
absolutely outstanding place great din experience exceptionally courteous staff super fast service great food attention detail say seven odd visit past one year tire daal bukhara butter chicken sikandri raan great culinary experience not miss,positive
love daal makhani good love everything eat peshawri ambience taste everything great must visit place jaipur,positive
beautiful decor soothe ambience finger lick food dal bukhara amaze bread order butter naan onion kulcha naan could soft laccha parantha good,positive
go place dinner visit jaipur pleasant ambiance visit family great din experience order special dal bhukara along butter naan dal flavour ghee naan crispy staff polite service quick,positive
try white sauce penne love italian amaze mouth water uhhhh every commendable word less front penne pasta chefs humble friendly environment great location perfect late night outings,positive
