ratings,reviews
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
1,We went for our friends anniversary treat and it was the worst buffet we had ever. Host was feeling very uncomfortable as he had high expectations with them. Staff was not atvall friendly. As we had pre booked our seats but besides that no arrangement were made and after repetitive calls no one was to look after atlast we had to manage somehow. Food was also not good and buffet dint had variety plus it was all finished at 9.30 only. Very bad experience
4,"Variety of food with good taste, nice ambiance, small restaurant with beautiful interiror, value for money✌🏻Had a gr8 evening njoyed the buffet 😊👍🏻"
5,Amazing food. Good service. Recommend highly. Ordered Indian cousin that was really delicious. Freshly prepared food. Should visit at least once.
2,"The ambience and location is good.  Coming to the food,  the soup was bad.  Starters were OK. The maincourse was below average. Breads were not prepared properly,  they were unaware of their own menu and the vegetables were average. Oonchi Dukaan feeke pakvaan. "
5,Admiring interior and delicious food THE BEST COMBINATIONYOU CAN FIND BOTH AT 14 TABLES SOMETHING EXTRAORDINARY EFFORTS WE CAN SEE AT 14 TABLES MUST VISIT
5,Great food and services.. Thankyou Shoiab
5,"good food, ausum place to hangout sohab helped us in all the way"
1,The restaurant owner refused to pay the amount bill through zomato app even after booking from zomato app and inform in advance
5,Narendra good service and food are testi
5,brilliant staff @narendra 
5,Amazing service by shoaib
5,service by Mr. soaib good servicefood is awesome 
5,Soaib bhai was a great jost
5,Lovely place. Mr Soaib was quite hospitable
5,Spain was very good in service.. 
5,food is good and shoaib ji service is too good
5,good
5,The overall experience was so good also the service by mr. narendra was icing on the cake. the food and vibes were amazing.
5,"Good service by staff, polite behavior and good awareness "
5,Wonderful place. Amazing hospitality by Mr. Shoaib
5,Narendra  very good service and food is testi thanks Rajesh chef
1,"Pathetic, we called and asked for entries for 11:30PM, they said we can go its open . But when we reached there they denied the entry saying food is only till 10:30PM . After 11 only club is open that no food will be served there.Pathetic place, dint mentioned correct details. Ask people to come at there venue and denied to cater.Never going to book such place."
5,Wonderful service by soaib
5,Narendra kumar saini is serving very good services at club. 
5,Soaib was excellent . His service was very good
5,Narendra Yadav serves with happy face and really good thank you!!!
5,got a good service from mr narendra and atmosphere was great
5,Soaib attended us extremely well…the food drinks everything was good!!
5,Food is good ambience was nice inprove some food quality
2,"The food was not good, I personally did not like it that much! The ambience is great! The place is more focused towards creating an atmosphere for Instagram worthy pictures and reels instead of the quality of its food and drinks! The cocktails also here are not up to the mark and could be improved!"
2,Menu is fake on Zomato. it's an old menu of playboy restaurant. their current menu has limited items.
5,The place is really great. Especially the service provided by Mr. Soaib was awesome.
5,great service by Mr. soaib. 
5,"shoabe food was good, tasty , drinks were nicee, serving is also good. Good going ,might come again, see yaa"
5,Great service provided by Shoaib. he has great understanding of the menu and special items
5,"Shoeb provided good service, thank you!!"
5,shoib
5,suhiv great Man roso 
2,"They charged us extra during the checkout. we paid both cgst and sgst each twice. they charged us vat also. with service charges extra. we were asked to leave early, we didn't even finish our food and drinks."
3,
5,
5,Nice service by soheb.
5,It was an amazing dinner! Mr shoaib was very helpful and carwred to all requests happily. Nice place in jaipur! amazing food! great drinks! must visit
5,Mohit served well
5,Best food i have ever had and thanks sohaib akhtar for the services
5,Food are tasty cocktails are very nice service by mr Soaib great music plying perfect everything is all good
5,Soaib sir was very humble and also very serviceable whenever needed.very pleasant attitude and versatile.
5,Soaib has been a wonderful person to help while ordering at roso.He has been very quick and responsive on all the services and suggestions.Do visit this place and ask for him to serve.
1,"Had issues while billing, we had requested for separate billing for food and drinks but they didn’t provided."
5,the food was too delicious and good service by shoaib. 
5,Very good hospitality provided by Mr .shoaib .He is very kind Good hospitality provided by Mr sohaib
1,horrible pplaace to come on a weekendthey do not allow u to carry ur ciggerate aas well as the hookah time is like 45 minutes and they don't allow to pay via Zomato if u r coming on a weekendnever come
5,Shoaib is very nice. Love to visit this place once again.
5,Its a great place to b here awesomeMohit and shanu were very goodNjoid alot
5,Cockateil are nice food best and tasty music are great and best service provided by mr soaib
5,food was great and drink is awesome and best service by Mr. soaib. lovely music plying dj 
5,Best Hospitality
5,I think roso is one of the best premium night club in jaipur.Everything is amazing
5,awesome service by Mr. ali....... their liits is white good..... worth it visit
5,good place to visit
5,
5,best cocktails served by manjeet..... good sense of making cocktails...... rooftop is very amazing..... 
5,nice club ...visited again.....service was quite good.....entry charges is quite high....all over good experience
4,i think the food was average and drinks is very awesome .....thanks mohit for good service....will visit again🔥
4,nice place to be 
5,The place is very good and breezy as it is on rooftop. The server Shoaib is very helpful and kind. Food is also good
5,The ambience is really good. Shoaib was the one attending our table. He was extremely helpful and very good with suggestions.
5,new cocktail are veery nice foods are awesome serves are very gudd name are soaib
5,food vs good best service by soaib best drink mocktail and cocktail 
5,Amazing facility
5,me nd my friends visit last week roso club...my experience was too good nd it's club was tooo good And along with that the rooftop view is so amazing: rosojaipur it's amazing in Jaipur best club ever 
1,"Club Roso Jaipur fell short in multiple aspects. The DJ played mostly sad songs, the food was not delicious, the crowd was lackluster, and the bouncers were rude. These factors greatly impacted the overall experience and left us disappointed. It is crucial for the club to improve its offerings and hospitality to create a more enjoyable and welcoming atmosphere for its patrons."
5,
5,Shohaib was very welcoming and welcoming! The food and drinks were great!
1,Worst place and service do not waste your money at this place
5,The service was really good.Soaib take care of everything It was a good experience
5,Food and drinks were great!Service by soaib was great!
5,"Soaib service was great,Food and drinks was great"
5,"delicious food , fantastic service by sonu pal"
1,
5,soaib vs good service and good food and beverageclub are very nice best dj vaibhav 
5,fanatics service by mr.soaib
1,
5,Sohaib did the fab job in servicing our food and recommending good food
5,The food and drinks are really good The dance floor is also good Must vist the roso meet to Mr shoyab he is a nice guys in roso
5,Enojyed a lot @roso. loved food and nice service by soaib ji
5,Very nice service and food. I have been accompanied by soaib full time during my visit. Thanks to him.
5,Service is good
1,
5,soaib was serving and treating us really well and I had a really nice time
5,soaib greated us well and made sure everything was served properly and on time......pleased with the services 
5,Awesome service by Shoiab and DJ also awesome
5,"Soaib , the service man was good in servicing and also the food was good.The way food was served and the way soaib attended us is great  very friendly staff Overall nice experience"
5,nice food and club also. enjoy there.staff was good thanks to shoyeb who serve food. 
5,Very good and tasty food and good service provided by Soaib.Place is also very nice and decent...looking forward😊
5,"soheb was superb in his service,ambience was good"
5,very good service by shoaib and delicious food 
5,Best service by soaib and dj plying great music cocktail is very nice specially for LIIT and also Awesome I’m full enjoyed
5,"The place was really nice, we had fun. Our server Soaib was particularly attentive and helped throughout the dinner "
5,Service by soaib was wonderfulOn time great nature 👌👌👌👌
5,"it was a great place. Soaib was particularly attentive, great service. "
1,I booked it via Zomato Gold and they denied the entry to the place while asking for the entry charges. The manager was trying to give vague answers without even listening to the issue.
1,Worst staff behaviour …waited for an hour just for food and it was pathetic ….the staff starts misbehaving and refused to change it when asked to change the same…. Worst pub in town 
5,
5,Strawberry shake  and paneer tikka taste is gud . And soaib service too gud.
1,
5,shoeab person is very good 
5,
4,
5,"Good service available by soaib,good clubbing,very nice service available by roso club,dj and lighting good attractions "
5,the place has a very decent good amibence the staff is also very polite very great service by shoib .
5,food are tasty mocktail is niceservice by soaib goodclubing experience is very goodwe enjoyed a lot 
5,
1,
4,
2,"I recently celebrated my birthday at Roso Club in Jaipur, and I must admit that the experience left much to be desired. While the venue had the potential to be a great choice for an event, several issues dampened the overall experience.First and foremost, the rooftop area where we were seated was unbearably hot. Considering Jaipur's climate, it's crucial for any outdoor venue to provide adequate cooling facilities. However, Roso Club fell short in this regard. They had only two coolers available, heat made it uncomfortable for everyone in attendance.Another major letdown was the poor service at the club. The staff seemed overwhelmed and were unable to meet the demands of the guests...read more"
5,
4,Nice place for party
1,Pathetic hospitality. We booked the place for 10 people. We went to the place and came to know their is no table for 10. They were not ready to make adjustments. And they were not bothered at all. Did not like the vibe. It’s a hype. I will not recommend.
1,Not good service. Average food quality. Neither Ac nor cooler facilities are good. Very bad experience. Never recommend to anyone !!
1,"worst experience in ROSO. Security people are so rude and too expensive, which is worthless.I planned birthday celebration here and I'm sorry to say that this place was not good at all.Drinks are diluted and food was also not that good. "
2,
3,
3,Overall ok. Best is the pub but that opens after 10pm. No AC seating. It was so hot on the terrace. They follow force review methodology. Server soaib was standing beside our table until we had not submitted a good review. To the restaurant please stop doing that. You can ask to review but why say that rate us 5 and write this !!
2,
5,Shoaib took good care
5,"Soaib. Food is good here, and also the drinks, service is best ever I have seen.very good staff and good service"
5,
1,very bad experience would not recommend anyone to come here food was terrible people were drinking and smoking absolutely not a place for family 
1,not as expected 
5,Shoib provided us great service …. Food is good with great portion…
5,
2,Avg food and service
3,
5,All about good and enjoy every movements thanka roso music like enjoying and partieied lovly muzic best service by soaib
5,Sonu pal good service good nature with good servings good place for group of friends and good hospitality bt sonu pal good
5,Soaib who was serving us was very polite and decent love the way he treat definitely he is good in his job and I’m highly impressed 
5,
5,VERY Good Service Person Name SOAIB .NICE AMBIENCE AND INTERIOR . THE PLACE IS GOOD TO VISIT AND FOOD IS GOOD .  
5,
5,Soaib Service was too fast&Good .... Happy Customer.... Price was Little more but if I wanna talk about service and staff. it was too good..... 
5,sohib ji provide us very wonderful services 
5,Good food and gud drink beutiful service staff soyeb and gud necthar thanx for roso club and soyeb bhai
5,Good food and service by sonu pal Best place in jaipur rooftop dining is best ambience is super cool good behaviour of staff 
5,"Sohaib Bhai you were very nice! Thankyou for your beautiful serviceThe ambience was amazing, and the live singing session was fantastic "
1,Ridiculous behaviour of staff so arrogant and rude. (Hussain) kindly teach him how to behave with customers.
5,
5,Good food and service by soaib and ambience is also good.. decent place to visit… live music was amazing.. will visit againnnnn
5,"Sonu Pal a great staff here and provides best service……………………..:…………………………………:::,………………..:::::…………………………::::::…………………………………………………"
5,"Shoaib is very helpful and very hospitale , overall ambience is very nice and service is very good , must visit place with good hospitalitly"
5,Awesome services nd food is also good...Mr shoaib is very corporative....The disc nd ambience is also very good
5,Ambecious party view and good food with drink Rrof top restaurent type party     aaaaaaaaaaaaaaaaaaaaaaa
5,
5,Nice ambiance good food and there was one guy soaib he was extremely helpful in selecting beverages and food very polite behaviour 😊
5,Sevices by soib vere nice and friendly.You can trust roso food an ambience.A party place to go with your friends.
5,food is awesome 😃😋😋.. and drink service is good by soaib।  and place  is loveing and club is joyful।। 
5,Nice restro bar nice food awesome decorations decent staff  tasty food enjoyed very well must go and enjoy @soaib
5,Soaib nice food cool staff good climate best place sexy club reasonable price food quality good coffee
5,Mr. Shoaib was a great server and host. we had great time. only issue that we had was the menu on Zomato isn't right and should be changed to what they serve in actual.We were served right and the restaurant is good too👍
5,"Best services with best food, special thanks to Husaain for making it special and all the lovely service and drinks"
5,"Soaib is amazing provided good service to us. He is amazing. I will prefer Youtube just prefer Youtube Wich Chun Why the way why the way I am drunk, and I am Hire "
5,Soaib
5,"Soaib did a great service. pizza was delicious, ambience is great . We had so much fun. I would definitely come again"
5,The food was amazingAnd the service is on time and very kindSpecially soaib that one he was very good at his profession 
4,It was overall a good experience although they mentioned that the DJ will start playing at 7PM but it started at 10PM. Mr Ali provided great service to us.
5,Had a wonderful time here. Thank you Soaib for the great service. We had the veg kebabs & burger here. Great food and great ambience. 
4,
5,The food was very tasty and the vibe was very happening. They have a very good menu and variety of food options are available. Shoaib was very helpfull . Wish them all the very best of luck..!!
